Person,System,EntitlementName,PermissionConfigurationDisplayName,LastChangedOn
Noa Berkhout (500060),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/03/2025 17:08:00
Noa Berkhout (500060),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,11/03/2025 23:06:00
Noa Berkhout (500060),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,05/06/2026 15:20:00
Noa Berkhout (500060),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,06/28/2026 00:02:00
Finn Quaedvlieg (500061),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/25/2026 20:13:00
Finn Quaedvlieg (500061),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/07/2026 07:14:00
Finn Quaedvlieg (500061),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,12/07/2025 06:54:00
Finn Quaedvlieg (500061),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/03/2025 21:22:00
Vera Jonker (500062),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/23/2026 22:27:00
Vera Jonker (500062),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/13/2025 14:50:00
Vera Jonker (500062),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/30/2025 13:27:00
Vera Jonker (500062),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,08/16/2025 10:12:00
Vera Jonker (500062),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/17/2026 18:29:00
Zoë Hoekstra (500063),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,08/29/2025 18:34:00
Zoë Hoekstra (500063),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/06/2025 08:19:00
Zoë Hoekstra (500063),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/07/2026 10:54:00
Zoë Hoekstra (500063),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/04/2026 08:47:00
Zoë Hoekstra (500063),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/13/2026 14:35:00
Zoë Hoekstra (500063),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,11/10/2025 18:14:00
Zoë Hoekstra (500063),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,04/22/2025 07:34:00
Zoë Hoekstra (500063),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,04/19/2026 05:26:00
Zoë Hoekstra (500063),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,09/19/2025 16:38:00
Zoë Hoekstra (500063),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,05/02/2025 00:06:00
Zoë Hoekstra (500063),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,10/06/2025 11:45:00
Hanna Roozendaal (500064),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/15/2026 10:00:00
Hanna Roozendaal (500064),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/03/2025 22:19:00
Hanna Roozendaal (500064),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,12/19/2025 05:20:00
Hanna Roozendaal (500064),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/06/2025 00:58:00
Daan Berkhout (500065),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/23/2026 18:06:00
Daan Berkhout (500065),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,01/12/2026 02:49:00
Daan Berkhout (500065),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/22/2025 17:50:00
Daan Berkhout (500065),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,12/18/2025 18:27:00
Daan Berkhout (500065),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,12/12/2025 14:52:00
Daan Berkhout (500065),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,03/29/2026 08:36:00
Daan Berkhout (500065),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,12/13/2025 03:49:00
Daan Berkhout (500065),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,05/26/2025 21:41:00
Daan Berkhout (500065),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,05/05/2025 04:24:00
Hanna Coenen (500066),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/31/2026 19:44:00
Hanna Coenen (500066),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/10/2026 07:17:00
Hanna Coenen (500066),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/08/2026 20:41:00
Hanna Coenen (500066),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,11/05/2025 18:16:00
Hanna Coenen (500066),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/19/2025 21:57:00
Hanna Coenen (500066),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),,01/22/2026 21:22:00
Hanna Coenen (500066),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,10/06/2025 02:41:00
Hanna Coenen (500066),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,04/08/2026 08:39:00
Hanna Coenen (500066),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),,07/22/2026 12:12:00
Pien Jonker (500067),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/29/2026 16:05:00
Pien Jonker (500067),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/08/2026 15:57:00
Pien Jonker (500067),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/23/2025 07:42:00
Pien Jonker (500067),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/21/2026 23:56:00
Pien Jonker (500067),Microsoft Active Directory,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,01/08/2026 12:03:00
Pien Jonker (500067),Microsoft Active Directory,FS-CA060-RO (avo.local/Demo/Groups/FS-CA060-RO),,07/10/2025 03:41:00
Pien Jonker (500067),Microsoft Active Directory,TEAM-CA060 (avo.local/Demo/Groups/TEAM-CA060),,04/28/2025 01:53:00
Pien Jonker (500067),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,05/01/2025 18:42:00
Pien Jonker (500067),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,07/30/2026 07:22:00
Pien Jonker (500067),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,05/29/2026 20:25:00
Jasper Kalisvaart (500068),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/11/2026 15:12:00
Jasper Kalisvaart (500068),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/27/2025 22:10:00
Jasper Kalisvaart (500068),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/16/2025 16:06:00
Jasper Kalisvaart (500068),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/19/2025 02:12:00
Jasper Kalisvaart (500068),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,12/01/2025 03:38:00
Gijs Nagtegaal (500069),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/11/2026 08:54:00
Gijs Nagtegaal (500069),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/22/2025 00:47:00
Gijs Nagtegaal (500069),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,02/20/2026 07:55:00
Gijs Nagtegaal (500069),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/12/2025 10:31:00
Gijs Nagtegaal (500069),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,03/24/2026 10:51:00
Gijs Nagtegaal (500069),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/19/2025 13:48:00
Gijs Nagtegaal (500069),Microsoft Active Directory,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,05/16/2026 10:31:00
Gijs Nagtegaal (500069),Microsoft Active Directory,FS-CA060-RW (avo.local/Demo/Groups/FS-CA060-RW),,04/18/2026 04:10:00
Gijs Nagtegaal (500069),Microsoft Active Directory,TEAM-CA060 (avo.local/Demo/Groups/TEAM-CA060),,06/26/2025 13:30:00
Gijs Nagtegaal (500069),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,04/07/2026 21:14:00
Lars Pronk (500070),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/04/2026 07:08:00
Lars Pronk (500070),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,02/05/2026 12:54:00
Lars Pronk (500070),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/19/2026 08:28:00
Lars Pronk (500070),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/06/2025 09:07:00
Lars Pronk (500070),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/28/2026 19:57:00
Pien Nagtegaal (500071),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/15/2026 12:50:00
Pien Nagtegaal (500071),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/03/2026 19:46:00
Pien Nagtegaal (500071),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,11/13/2025 01:33:00
Pien Nagtegaal (500071),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,06/29/2026 21:04:00
Pien Nagtegaal (500071),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,01/20/2026 08:27:00
Pien Nagtegaal (500071),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,09/08/2025 04:06:00
Pien Nagtegaal (500071),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,02/03/2026 22:49:00
Pien Nagtegaal (500071),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,03/22/2025 19:37:00
Pien Nagtegaal (500071),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,01/07/2026 06:14:00
Hanna Coenen (500072),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,12/26/2025 21:10:00
Hanna Coenen (500072),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/17/2025 07:48:00
Hanna Coenen (500072),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/07/2026 06:06:00
Hanna Coenen (500072),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/14/2025 09:41:00
Hanna Coenen (500072),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/02/2026 17:10:00
Hanna Coenen (500072),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,05/26/2026 02:28:00
Lars Gerritsen (500073),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,02/18/2026 01:40:00
Lars Gerritsen (500073),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/21/2026 03:53:00
Lars Gerritsen (500073),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/06/2026 19:35:00
Lars Gerritsen (500073),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/21/2025 13:51:00
Lars Gerritsen (500073),Microsoft Active Directory,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),,04/22/2026 18:34:00
Lars Gerritsen (500073),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,09/30/2025 16:15:00
Lars Gerritsen (500073),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,07/20/2026 13:08:00
Lars Gerritsen (500073),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),,06/11/2025 01:22:00
Olivier Quaedvlieg (500074),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,12/03/2025 13:13:00
Olivier Quaedvlieg (500074),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/21/2026 07:11:00
Olivier Quaedvlieg (500074),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/23/2025 16:14:00
Olivier Quaedvlieg (500074),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,10/05/2025 04:32:00
Sem Berkhout (500075),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/27/2025 12:22:00
Sem Berkhout (500075),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/04/2025 00:23:00
Sem Berkhout (500075),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,02/06/2026 17:04:00
Sem Berkhout (500075),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/02/2026 05:39:00
Sem Berkhout (500075),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,07/03/2026 13:34:00
Daan Fokkema (500076),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/19/2025 16:10:00
Daan Fokkema (500076),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/04/2025 10:55:00
Daan Fokkema (500076),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/03/2026 13:34:00
Daan Fokkema (500076),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/20/2026 08:23:00
Daan Fokkema (500076),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),,04/04/2025 21:38:00
Daan Fokkema (500076),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,05/01/2026 18:32:00
Daan Fokkema (500076),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,05/11/2026 21:42:00
Wout Jonker (500077),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,10/14/2025 12:35:00
Wout Jonker (500077),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,05/11/2026 12:22:00
Wout Jonker (500077),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,08/09/2025 01:16:00
Wout Jonker (500077),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,08/06/2025 14:12:00
Hanna Roozendaal (500078),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/07/2026 15:34:00
Hanna Roozendaal (500078),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/01/2025 21:24:00
Hanna Roozendaal (500078),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/17/2025 16:43:00
Hanna Roozendaal (500078),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/25/2025 08:01:00
Hanna Roozendaal (500078),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/29/2026 21:13:00
Hanna Roozendaal (500078),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,04/07/2026 23:04:00
Hanna Roozendaal (500078),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,07/04/2025 19:37:00
Hanna Roozendaal (500078),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,05/10/2025 16:17:00
Hanna Roozendaal (500078),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,09/03/2025 19:09:00
Hanna Roozendaal (500078),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,09/25/2025 05:20:00
Tess Terlouw (500079),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/24/2026 06:40:00
Tess Terlouw (500079),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/25/2025 01:38:00
Tess Terlouw (500079),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/24/2026 08:26:00
Tess Terlouw (500079),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/14/2026 05:30:00
Tess Terlouw (500079),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/27/2026 16:06:00
Tess Terlouw (500079),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,01/01/2026 21:45:00
Tess Terlouw (500079),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,12/24/2025 10:41:00
Tess Terlouw (500079),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,05/09/2025 16:07:00
Tess Terlouw (500079),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,07/13/2026 06:12:00
Tess Terlouw (500079),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,11/12/2025 07:08:00
Tess Terlouw (500079),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,03/28/2025 08:11:00
Tess Terlouw (500079),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,06/07/2026 14:28:00
Roos Fokkema (500080),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/09/2026 07:26:00
Roos Fokkema (500080),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,08/28/2025 13:54:00
Roos Fokkema (500080),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/15/2025 21:58:00
Roos Fokkema (500080),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,09/01/2025 09:54:00
Roos Fokkema (500080),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/19/2026 09:46:00
Roos Fokkema (500080),Microsoft Active Directory,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),,10/20/2025 12:26:00
Roos Fokkema (500080),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,03/20/2026 22:02:00
Roos Fokkema (500080),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,08/27/2025 18:30:00
Roos Fokkema (500080),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,06/03/2026 11:57:00
Roos Fokkema (500080),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,09/08/2025 03:06:00
Roos Fokkema (500080),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,06/03/2026 23:53:00
Pien Aalbers (500081),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,07/12/2026 08:24:00
Pien Aalbers (500081),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/31/2025 15:06:00
Pien Aalbers (500081),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,01/25/2026 20:16:00
Pien Aalbers (500081),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,12/12/2025 08:54:00
Mila Nagtegaal (500082),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/08/2025 16:39:00
Mila Nagtegaal (500082),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,08/01/2025 03:58:00
Mila Nagtegaal (500082),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,04/03/2026 02:26:00
Mila Nagtegaal (500082),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,06/28/2026 14:03:00
Mila Nagtegaal (500082),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,04/16/2025 16:33:00
Mila Nagtegaal (500082),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),,07/23/2025 18:59:00
Mila Nagtegaal (500082),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,05/22/2026 08:38:00
Quinten Oosterhuis (500083),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,12/20/2025 08:02:00
Quinten Oosterhuis (500083),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/12/2026 01:52:00
Quinten Oosterhuis (500083),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,12/15/2025 17:17:00
Quinten Oosterhuis (500083),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,04/23/2025 01:20:00
Quinten Oosterhuis (500083),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),,06/28/2026 06:48:00
Quinten Oosterhuis (500083),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,06/12/2025 02:46:00
Mila Uijlenbroek (500084),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/27/2025 08:42:00
Mila Uijlenbroek (500084),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/09/2025 10:42:00
Mila Uijlenbroek (500084),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,09/14/2025 08:31:00
Mila Uijlenbroek (500084),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,10/01/2025 01:33:00
Roos Jonker (500085),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/25/2025 17:48:00
Roos Jonker (500085),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/16/2026 12:47:00
Roos Jonker (500085),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,10/21/2025 00:24:00
Roos Jonker (500085),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/27/2025 16:06:00
Roos Jonker (500085),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,11/16/2025 06:19:00
Roos Jonker (500085),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,11/13/2025 18:01:00
Roos Jonker (500085),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,04/13/2025 12:30:00
Vera Roozendaal (500086),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/18/2026 00:10:00
Vera Roozendaal (500086),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/20/2025 10:44:00
Vera Roozendaal (500086),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/27/2026 22:20:00
Anne Roozendaal (500087),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/19/2026 01:38:00
Anne Roozendaal (500087),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/06/2025 15:46:00
Anne Roozendaal (500087),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/10/2026 23:14:00
Anne Roozendaal (500087),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,11/24/2025 04:31:00
Anne Roozendaal (500087),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,09/09/2025 10:30:00
Anne Roozendaal (500087),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,07/12/2025 13:57:00
Anne Roozendaal (500087),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,01/24/2026 18:04:00
Anne Roozendaal (500087),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,08/16/2025 17:40:00
Anne Roozendaal (500087),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,07/11/2026 17:33:00
Anne Roozendaal (500087),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,07/13/2025 13:50:00
