Person,System,EntitlementName,Operation,CreatedOn,FinishedOn,Origins,Result
Lars Gerritsen (500073),Microsoft Active Directory,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),Grant,04/22/2026 18:34:00,04/22/2026 18:34:12,Import,Succeeded
Lars Gerritsen (500073),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),Grant,09/30/2025 16:15:00,09/30/2025 16:15:38,ContractUpdate,Succeeded
Lars Gerritsen (500073),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,07/20/2026 13:08:00,07/20/2026 13:08:38,Import,Succeeded
Lars Gerritsen (500073),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Grant,06/11/2025 01:22:00,06/11/2025 01:23:07,BusinessRuleUpdate,Succeeded
Olivier Quaedvlieg (500074),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/03/2025 13:13:00,12/03/2025 13:13:03,ContractUpdate,Succeeded
Olivier Quaedvlieg (500074),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,07/21/2026 07:11:00,07/21/2026 07:11:12,ContractUpdate,Succeeded
Olivier Quaedvlieg (500074),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/23/2025 16:14:00,04/23/2025 16:14:18,BusinessRuleUpdate,Succeeded
Olivier Quaedvlieg (500074),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,10/05/2025 04:32:00,10/05/2025 04:32:21,PersonUpdate,Succeeded
Sem Berkhout (500075),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/27/2025 12:22:00,05/27/2025 12:22:33,PersonUpdate,Succeeded
Sem Berkhout (500075),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,09/04/2025 00:23:00,09/04/2025 00:23:31,Import,Succeeded
Sem Berkhout (500075),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,02/06/2026 17:04:00,02/06/2026 17:04:32,ContractUpdate,Succeeded
Sem Berkhout (500075),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,02/02/2026 05:39:00,02/02/2026 05:39:28,Import,Succeeded
Sem Berkhout (500075),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,07/03/2026 13:34:00,07/03/2026 13:34:13,Import,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/19/2025 16:10:00,07/19/2025 16:10:49,PersonUpdate,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/04/2025 10:55:00,06/04/2025 10:56:29,ContractUpdate,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,03/03/2026 13:34:00,03/03/2026 13:34:55,Import,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/20/2026 08:23:00,07/20/2026 08:24:14,ContractUpdate,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Grant,04/04/2025 21:38:00,04/04/2025 21:38:24,Import,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Revoke,05/29/2025 21:38:00,05/29/2025 21:38:51,ContractUpdate,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Grant,06/01/2025 21:38:00,06/01/2025 21:38:43,ContractUpdate,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),Grant,05/01/2026 18:32:00,05/01/2026 18:33:30,ContractUpdate,Succeeded
Daan Fokkema (500076),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),Grant,05/11/2026 21:42:00,05/11/2026 21:42:37,ContractUpdate,Succeeded
Wout Jonker (500077),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,10/14/2025 12:35:00,10/14/2025 12:35:13,ContractUpdate,Succeeded
Wout Jonker (500077),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/11/2026 12:22:00,05/11/2026 12:23:11,PersonUpdate,Succeeded
Wout Jonker (500077),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,08/09/2025 01:16:00,08/09/2025 01:16:10,ContractUpdate,Succeeded
Wout Jonker (500077),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Revoke,08/18/2025 01:16:00,08/18/2025 01:16:30,ContractUpdate,Succeeded
Wout Jonker (500077),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,08/21/2025 01:16:00,08/21/2025 01:16:35,ContractUpdate,Succeeded
Wout Jonker (500077),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,08/06/2025 14:12:00,08/06/2025 14:13:25,PersonUpdate,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/07/2026 15:34:00,06/07/2026 15:34:14,Import,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/01/2025 21:24:00,06/01/2025 21:25:27,Import,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/17/2025 16:43:00,04/17/2025 16:43:56,Import,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/25/2025 08:01:00,07/25/2025 08:02:27,BusinessRuleUpdate,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,07/29/2026 21:13:00,07/29/2026 21:14:30,PersonUpdate,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,04/07/2026 23:04:00,04/07/2026 23:05:04,PersonUpdate,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,07/04/2025 19:37:00,07/04/2025 19:37:02,Import,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,05/10/2025 16:17:00,05/10/2025 16:17:53,Import,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,09/03/2025 19:09:00,09/03/2025 19:09:20,BusinessRuleUpdate,Succeeded
Hanna Roozendaal (500078),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,09/25/2025 05:20:00,09/25/2025 05:20:30,Import,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/24/2026 06:40:00,07/24/2026 06:40:40,ContractUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/25/2025 01:38:00,09/25/2025 01:38:57,Import,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,03/24/2026 08:26:00,03/24/2026 08:27:04,Import,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/14/2026 05:30:00,04/14/2026 05:30:13,PersonUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,05/27/2026 16:06:00,05/27/2026 16:06:25,BusinessRuleUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,01/01/2026 21:45:00,01/01/2026 21:45:27,BusinessRuleUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Revoke,01/26/2026 21:45:00,01/26/2026 21:45:31,ContractUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,01/31/2026 21:45:00,01/31/2026 21:45:05,ContractUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,12/24/2025 10:41:00,12/24/2025 10:42:09,Import,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,05/09/2025 16:07:00,05/09/2025 16:07:44,Import,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,07/13/2026 06:12:00,07/13/2026 06:13:27,ContractUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,11/12/2025 07:08:00,11/12/2025 07:08:18,Import,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,03/28/2025 08:11:00,03/28/2025 08:12:25,BusinessRuleUpdate,Succeeded
Tess Terlouw (500079),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,06/07/2026 14:28:00,06/07/2026 14:28:09,ContractUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,03/09/2026 07:26:00,03/09/2026 07:26:41,PersonUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,08/28/2025 13:54:00,08/28/2025 13:54:15,BusinessRuleUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/15/2025 21:58:00,05/15/2025 21:58:29,PersonUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,09/01/2025 09:54:00,09/01/2025 09:54:12,ContractUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,01/19/2026 09:46:00,01/19/2026 09:46:30,Import,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),Grant,10/20/2025 12:26:00,10/20/2025 12:26:50,BusinessRuleUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),Grant,03/20/2026 22:02:00,03/20/2026 22:02:52,Import,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),Revoke,04/05/2026 22:02:00,04/05/2026 22:02:50,ContractUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),Grant,04/07/2026 22:02:00,04/07/2026 22:02:22,ContractUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),Grant,08/27/2025 18:30:00,08/27/2025 18:30:28,BusinessRuleUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,06/03/2026 11:57:00,06/03/2026 11:57:02,Import,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),Grant,09/08/2025 03:06:00,09/08/2025 03:07:01,PersonUpdate,Succeeded
Roos Fokkema (500080),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,06/03/2026 23:53:00,06/03/2026 23:54:28,ContractUpdate,Succeeded
Pien Aalbers (500081),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,07/12/2026 08:24:00,07/12/2026 08:25:12,ContractUpdate,Succeeded
Pien Aalbers (500081),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,12/31/2025 15:06:00,12/31/2025 15:06:42,ContractUpdate,Succeeded
Pien Aalbers (500081),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,01/25/2026 20:16:00,01/25/2026 20:16:08,Import,Succeeded
Pien Aalbers (500081),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,12/12/2025 08:54:00,12/12/2025 08:54:06,ContractUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/08/2025 16:39:00,10/08/2025 16:39:18,BusinessRuleUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,08/01/2025 03:58:00,08/01/2025 03:58:34,PersonUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,04/03/2026 02:26:00,04/03/2026 02:27:29,Import,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),Grant,06/28/2026 14:03:00,06/28/2026 14:04:15,Import,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,04/16/2025 16:33:00,04/16/2025 16:34:25,Import,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Revoke,06/04/2025 16:33:00,06/04/2025 16:33:55,ContractUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,06/12/2025 16:33:00,06/12/2025 16:34:30,ContractUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),Grant,07/23/2025 18:59:00,07/23/2025 19:00:22,BusinessRuleUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),Revoke,08/12/2025 18:59:00,08/12/2025 18:59:38,ContractUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),Grant,08/22/2025 18:59:00,08/22/2025 18:59:08,ContractUpdate,Succeeded
Mila Nagtegaal (500082),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,05/22/2026 08:38:00,05/22/2026 08:39:28,Import,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/20/2025 08:02:00,12/20/2025 08:03:25,Import,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/12/2026 01:52:00,05/12/2026 01:53:25,Import,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,12/15/2025 17:17:00,12/15/2025 17:17:22,ContractUpdate,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,04/23/2025 01:20:00,04/23/2025 01:20:37,Import,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),Grant,06/28/2026 06:48:00,06/28/2026 06:49:00,BusinessRuleUpdate,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),Revoke,07/07/2026 06:48:00,07/07/2026 06:48:43,ContractUpdate,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),Grant,07/23/2026 06:48:00,07/23/2026 06:48:07,ContractUpdate,Succeeded
Quinten Oosterhuis (500083),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),Grant,06/12/2025 02:46:00,06/12/2025 02:47:13,PersonUpdate,Succeeded
Mila Uijlenbroek (500084),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/27/2025 08:42:00,06/27/2025 08:42:51,Import,Succeeded
Mila Uijlenbroek (500084),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/09/2025 10:42:00,04/09/2025 10:42:29,BusinessRuleUpdate,Succeeded
Mila Uijlenbroek (500084),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,09/14/2025 08:31:00,09/14/2025 08:32:12,BusinessRuleUpdate,Succeeded
Mila Uijlenbroek (500084),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,10/01/2025 01:33:00,10/01/2025 01:33:14,BusinessRuleUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/25/2025 17:48:00,07/25/2025 17:48:59,PersonUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,04/16/2026 12:47:00,04/16/2026 12:47:51,ContractUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,10/21/2025 00:24:00,10/21/2025 00:24:29,ContractUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,06/27/2025 16:06:00,06/27/2025 16:06:30,BusinessRuleUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Revoke,07/17/2025 16:06:00,07/17/2025 16:06:26,ContractUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,07/19/2025 16:06:00,07/19/2025 16:06:03,ContractUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),Grant,11/16/2025 06:19:00,11/16/2025 06:19:03,BusinessRuleUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,11/13/2025 18:01:00,11/13/2025 18:01:23,BusinessRuleUpdate,Succeeded
Roos Jonker (500085),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),Grant,04/13/2025 12:30:00,04/13/2025 12:30:48,Import,Succeeded
Vera Roozendaal (500086),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,03/18/2026 00:10:00,03/18/2026 00:10:57,PersonUpdate,Succeeded
Vera Roozendaal (500086),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,09/20/2025 10:44:00,09/20/2025 10:44:48,PersonUpdate,Succeeded
Vera Roozendaal (500086),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/27/2026 22:20:00,05/27/2026 22:21:09,Import,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,01/19/2026 01:38:00,01/19/2026 01:38:51,PersonUpdate,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,09/06/2025 15:46:00,09/06/2025 15:46:31,Import,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/10/2026 23:14:00,04/10/2026 23:14:48,BusinessRuleUpdate,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,11/24/2025 04:31:00,11/24/2025 04:31:16,Import,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,09/09/2025 10:30:00,09/09/2025 10:30:37,PersonUpdate,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,07/12/2025 13:57:00,07/12/2025 13:57:17,ContractUpdate,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,01/24/2026 18:04:00,01/24/2026 18:04:35,Import,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,08/16/2025 17:40:00,08/16/2025 17:40:38,Import,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,07/11/2026 17:33:00,07/11/2026 17:33:17,Import,Succeeded
Anne Roozendaal (500087),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,07/13/2025 13:50:00,07/13/2025 13:50:56,BusinessRuleUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/09/2025 10:32:00,07/09/2025 10:32:58,ContractUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/16/2025 07:03:00,09/16/2025 07:04:25,ContractUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/03/2025 09:35:00,06/03/2025 09:36:12,Import,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,01/08/2026 15:27:00,01/08/2026 15:27:52,ContractUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,07/29/2026 13:46:00,07/29/2026 13:46:57,Import,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,07/24/2026 06:11:00,07/24/2026 06:12:29,ContractUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,09/10/2025 23:01:00,09/10/2025 23:01:13,ContractUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,06/12/2025 06:03:00,06/12/2025 06:03:51,BusinessRuleUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,05/02/2025 11:42:00,05/02/2025 11:42:25,BusinessRuleUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,07/17/2026 01:52:00,07/17/2026 01:52:19,BusinessRuleUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,10/17/2025 01:54:00,10/17/2025 01:54:45,Import,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Grant,04/28/2025 19:10:00,04/28/2025 19:10:45,Import,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Revoke,05/31/2025 19:10:00,05/31/2025 19:11:01,ContractUpdate,Succeeded
Quinten Jonker (500088),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Grant,06/01/2025 19:10:00,06/01/2025 19:10:57,ContractUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,10/15/2025 03:32:00,10/15/2025 03:32:41,Import,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,11/05/2025 06:11:00,11/05/2025 06:11:16,BusinessRuleUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,02/23/2026 07:17:00,02/23/2026 07:18:23,PersonUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,07/07/2026 07:19:00,07/07/2026 07:19:30,ContractUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,10/25/2025 10:14:00,10/25/2025 10:14:47,ContractUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Revoke,11/27/2025 10:14:00,11/27/2025 10:14:45,ContractUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,12/17/2025 10:14:00,12/17/2025 10:15:26,ContractUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,01/16/2026 08:55:00,01/16/2026 08:55:38,ContractUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,05/15/2025 15:05:00,05/15/2025 15:06:12,ContractUpdate,Succeeded
