System,Person,AccountDisplayName,AccountUserName,AccountEnabled,PermissionDisplayName,PermissionConfigurationDisplayName,SubPermissionDisplayName,Issue,Resolution
Microsoft Active Directory,Xander Uijlenbroek (500138),Xander Uijlenbroek,xander.uijlenbroek41,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,Bram Lindeboom (500301),Bram Lindeboom,bram.lindeboom10,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Jonker (500033),Olivier Jonker,olivier.jonker33,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Muijs (500021),Hanna Muijs,hanna.muijs21,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Finn Wielenga (500232),Finn Wielenga,finn.wielenga38,True,APP-FAC04-Portal (avo.local/Demo/Groups/APP-FAC04-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Tess Hoekstra (500247),Tess Hoekstra,tess.hoekstra53,False,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Coenen (500074),Gijs Coenen,gijs.coenen74,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Jonker (500045),Quinten Jonker,quinten.jonker45,True,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Sem Vroegindeweij (500166),Sem Vroegindeweij,sem.vroegindeweij69,True,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),,,Permission unmanaged,None
Microsoft Active Directory,Kim Nagtegaal (500190),Kim Nagtegaal,kim.nagtegaal93,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Nagtegaal (500199),Ursula Nagtegaal,ursula.nagtegaal5,True,PRINT-Apeldoorn (avo.local/Demo/Groups/PRINT-Apeldoorn),,,Permission unmanaged,None
Microsoft Active Directory,Mila Roozendaal (500019),Mila Roozendaal,mila.roozendaal19,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Daan Uijlenbroek (500141),Daan Uijlenbroek,daan.uijlenbroek44,True,MBX-COM05 (avo.local/Demo/Groups/MBX-COM05),,,Permission unmanaged,None
Microsoft Active Directory,Sem Lindeboom (500216),Sem Lindeboom,sem.lindeboom22,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Sem Muijs (500087),Sem Muijs,sem.muijs87,False,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Fokkema (500241),Ursula Fokkema,ursula.fokkema47,False,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Uijlenbroek (500219),Zoë Uijlenbroek,zoe.uijlenbroek25,True,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,,Permission unmanaged,None
Microsoft Active Directory,Daan Zomerdijk (500226),Daan Zomerdijk,daan.zomerdijk32,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
Microsoft Active Directory,Xander Elzinga (500195),Xander Elzinga,xander.elzinga1,False,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Tess Oosterhuis (500218),Tess Oosterhuis,tess.oosterhuis24,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Kalisvaart (500196),Quinten Kalisvaart,quinten.kalisvaart2,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Yara Ipenburg (500288),Yara Ipenburg,yara.ipenburg94,False,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Kim Nagtegaal (500190),Kim Nagtegaal,kim.nagtegaal93,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Bram Fokkema (500282),Bram Fokkema,bram.fokkema88,True,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,,Permission unmanaged,None
Microsoft Active Directory,Mila Roozendaal (500184),Mila Roozendaal,mila.roozendaal87,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Mila Dijkgraaf (500248),Mila Dijkgraaf,mila.dijkgraaf54,True,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,,Permission unmanaged,None
Microsoft Active Directory,Kim Berkhout (500174),Kim Berkhout,kim.berkhout77,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Daan Roozendaal (500310),Daan Roozendaal,daan.roozendaal19,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Mila Roozendaal (500184),Mila Roozendaal,mila.roozendaal87,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Terlouw (500101),Hanna Terlouw,hanna.terlouw4,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Finn Berkhout (500062),Finn Berkhout,finn.berkhout62,True,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Hoekstra (500280),Ursula Hoekstra,ursula.hoekstra86,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Anne Zomerdijk (500222),Anne Zomerdijk,anne.zomerdijk28,True,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,,Permission unmanaged,None
Microsoft Active Directory,Bram Nagtegaal (500312),Bram Nagtegaal,bram.nagtegaal21,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Daan Uijlenbroek (500141),Daan Uijlenbroek,daan.uijlenbroek44,True,APP-Project (avo.local/Demo/Groups/APP-Project),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Oosterhuis (500208),Hanna Oosterhuis,hanna.oosterhuis14,True,ROLE-Communicatieadviseur (avo.local/Demo/Groups/ROLE-Communicatieadviseur),,,Permission unmanaged,None
Microsoft Active Directory,Kim Berkhout (500153),Kim Berkhout,kim.berkhout56,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Roos Gerritsen (500172),Roos Gerritsen,roos.gerritsen75,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Elzinga (500078),Quinten Elzinga,quinten.elzinga78,True,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Vera Roozendaal (500022),Vera Roozendaal,vera.roozendaal22,True,FS-INK08-RO (avo.local/Demo/Groups/FS-INK08-RO),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Coenen (500003),Jasper Coenen,jasper.coenen3,True,APP-Planner (avo.local/Demo/Groups/APP-Planner),,,Permission unmanaged,None
Microsoft Active Directory,Cato Hoekstra (500139),Cato Hoekstra,cato.hoekstra42,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Uijlenbroek (500075),Hanna Uijlenbroek,hanna.uijlenbroek75,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,Lars Wielenga (500215),Lars Wielenga,lars.wielenga21,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Oosterhuis (500025),Ursula Oosterhuis,ursula.oosterhuis25,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Jonker (500131),Quinten Jonker,quinten.jonker34,True,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Elzinga (500081),Gijs Elzinga,gijs.elzinga81,True,VPN-Thuiswerken (avo.local/Demo/Groups/VPN-Thuiswerken),,,Permission unmanaged,None
Microsoft Active Directory,Bram Terlouw (500092),Bram Terlouw,bram.terlouw92,True,TEAM-INK08 (avo.local/Demo/Groups/TEAM-INK08),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Uijlenbroek (500133),Olivier Uijlenbroek,olivier.uijlenbroek36,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Iris Oosterhuis (500107),Iris Oosterhuis,iris.oosterhuis10,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Sem Dijkgraaf (500123),Sem Dijkgraaf,sem.dijkgraaf26,True,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Iris Pronk (500026),Iris Pronk,iris.pronk26,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Wout Roozendaal (500207),Wout Roozendaal,wout.roozendaal13,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Kalisvaart (500012),Hanna Kalisvaart,hanna.kalisvaart12,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Lars Berkhout (500065),Lars Berkhout,lars.berkhout65,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Roozendaal (500319),Ursula Roozendaal,ursula.roozendaal28,True,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,,Permission unmanaged,None
Microsoft Active Directory,Cato Fokkema (500198),Cato Fokkema,cato.fokkema4,True,APP-Visio (avo.local/Demo/Groups/APP-Visio),,,Permission unmanaged,None
Microsoft Active Directory,Noa Hoekstra (500055),Noa Hoekstra,noa.hoekstra55,True,FS-ZRG06-RO (avo.local/Demo/Groups/FS-ZRG06-RO),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Terlouw (500309),Zoë Terlouw,zoe.terlouw18,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Bram Fokkema (500282),Bram Fokkema,bram.fokkema88,True,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Oosterhuis (500269),Hanna Oosterhuis,hanna.oosterhuis75,True,TEAM-INK08 (avo.local/Demo/Groups/TEAM-INK08),,,Permission unmanaged,None
Microsoft Active Directory,Anne Ipenburg (500054),Anne Ipenburg,anne.ipenburg54,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Nagtegaal (500122),Olivier Nagtegaal,olivier.nagtegaal25,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Xander Coenen (500151),Xander Coenen,xander.coenen54,True,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Dijkgraaf (500281),Ursula Dijkgraaf,ursula.dijkgraaf87,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Pronk (500053),Quinten Pronk,quinten.pronk53,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Jonker (500193),Hanna Jonker,hanna.jonker96,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Xander Lindeboom (500279),Xander Lindeboom,xander.lindeboom85,True,PRINT-Default (avo.local/Demo/Groups/PRINT-Default),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Pronk (500053),Quinten Pronk,quinten.pronk53,True,TEAM-ZRG06 (avo.local/Demo/Groups/TEAM-ZRG06),,,Permission unmanaged,None
Microsoft Active Directory,Vera Roozendaal (500022),Vera Roozendaal,vera.roozendaal22,True,ROLE-Facilitair (avo.local/Demo/Groups/ROLE-Facilitair),,,Permission unmanaged,None
Microsoft Active Directory,Cato Nagtegaal (500161),Cato Nagtegaal,cato.nagtegaal64,True,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Zomerdijk (500037),Zoë Zomerdijk,zoe.zomerdijk37,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Kalisvaart (500012),Hanna Kalisvaart,hanna.kalisvaart12,True,TEAM-FAC04 (avo.local/Demo/Groups/TEAM-FAC04),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Dijkgraaf (500281),Ursula Dijkgraaf,ursula.dijkgraaf87,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Lars Terlouw (500157),Lars Terlouw,lars.terlouw60,True,FS-COM05-RW (avo.local/Demo/Groups/FS-COM05-RW),,,Permission unmanaged,None
Microsoft Active Directory,Iris Muijs (500105),Iris Muijs,iris.muijs8,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Elzinga (500081),Gijs Elzinga,gijs.elzinga81,True,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,,Permission unmanaged,None
Microsoft Active Directory,Pien Kalisvaart (500154),Pien Kalisvaart,pien.kalisvaart57,True,FS-ZRG06-RW (avo.local/Demo/Groups/FS-ZRG06-RW),,,Permission unmanaged,None
Microsoft Active Directory,Anne Elzinga (500263),Anne Elzinga,anne.elzinga69,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Roos Oosterhuis (500044),Roos Oosterhuis,roos.oosterhuis44,False,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Pronk (500149),Quinten Pronk,quinten.pronk52,True,FS-COM05-RW (avo.local/Demo/Groups/FS-COM05-RW),,,Permission unmanaged,None
Microsoft Active Directory,Finn Muijs (500040),Finn Muijs,finn.muijs40,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Xander Aalbers (500209),Xander Aalbers,xander.aalbers15,True,VPN-Thuiswerken (avo.local/Demo/Groups/VPN-Thuiswerken),,,Permission unmanaged,None
Microsoft Active Directory,Lars Elzinga (500262),Lars Elzinga,lars.elzinga68,True,FS-COM05-RO (avo.local/Demo/Groups/FS-COM05-RO),,,Permission unmanaged,None
Microsoft Active Directory,Daan Zomerdijk (500226),Daan Zomerdijk,daan.zomerdijk32,True,ROLE-Applicatiebeheerder (avo.local/Demo/Groups/ROLE-Applicatiebeheerder),,,Permission unmanaged,None
Microsoft Active Directory,Eva Pronk (500031),Eva Pronk,eva.pronk31,True,MBX-CA060 (avo.local/Demo/Groups/MBX-CA060),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Elzinga (500212),Jasper Elzinga,jasper.elzinga18,True,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Quaedvlieg (500128),Hanna Quaedvlieg,hanna.quaedvlieg31,False,APP-Visio (avo.local/Demo/Groups/APP-Visio),,,Permission unmanaged,None
Microsoft Active Directory,Finn Oosterhuis (500160),Finn Oosterhuis,finn.oosterhuis63,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Tess Kalisvaart (500257),Tess Kalisvaart,tess.kalisvaart63,True,APP-Project (avo.local/Demo/Groups/APP-Project),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Vroegindeweij (500182),Ursula Vroegindeweij,ursula.vroegindeweij85,True,VPN-Thuiswerken (avo.local/Demo/Groups/VPN-Thuiswerken),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Lindeboom (500020),Olivier Lindeboom,olivier.lindeboom20,True,PRINT-Thuiswerkplek (avo.local/Demo/Groups/PRINT-Thuiswerkplek),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Hoekstra (500280),Ursula Hoekstra,ursula.hoekstra86,True,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500189),Ursula Pronk,ursula.pronk92,True,VPN-Thuiswerken (avo.local/Demo/Groups/VPN-Thuiswerken),,,Permission unmanaged,None
Microsoft Active Directory,Wout Pronk (500008),Wout Pronk,wout.pronk8,True,APP-Visio (avo.local/Demo/Groups/APP-Visio),,,Permission unmanaged,None
Microsoft Active Directory,Iris Nagtegaal (500028),Iris Nagtegaal,iris.nagtegaal28,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Oosterhuis (500208),Hanna Oosterhuis,hanna.oosterhuis14,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Bram Muijs (500098),Bram Muijs,bram.muijs1,True,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,,Permission unmanaged,None
Microsoft Active Directory,Mila Berkhout (500111),Mila Berkhout,mila.berkhout14,True,ROLE-Facilitair (avo.local/Demo/Groups/ROLE-Facilitair),,,Permission unmanaged,None
Microsoft Active Directory,Wout Terlouw (500042),Wout Terlouw,wout.terlouw42,False,MBX-KWA07 (avo.local/Demo/Groups/MBX-KWA07),,,Permission unmanaged,None
Microsoft Active Directory,Daan Gerritsen (500109),Daan Gerritsen,daan.gerritsen12,True,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,,Permission unmanaged,None
Microsoft Active Directory,Eva Nagtegaal (500082),Eva Nagtegaal,eva.nagtegaal82,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Eva Wielenga (500121),Eva Wielenga,eva.wielenga24,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
Microsoft Active Directory,Daan Muijs (500068),Daan Muijs,daan.muijs68,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Zomerdijk (500260),Olivier Zomerdijk,olivier.zomerdijk66,True,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Coenen (500088),Hanna Coenen,hanna.coenen88,True,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Xander Jonker (500126),Xander Jonker,xander.jonker29,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Tess Wielenga (500120),Tess Wielenga,tess.wielenga23,False,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Elzinga (500078),Quinten Elzinga,quinten.elzinga78,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Mila Wielenga (500258),Mila Wielenga,mila.wielenga64,False,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Lars Terlouw (500157),Lars Terlouw,lars.terlouw60,True,ROLE-Kwaliteitsadviseur (avo.local/Demo/Groups/ROLE-Kwaliteitsadviseur),,,Permission unmanaged,None
Microsoft Active Directory,Vera Elzinga (500132),Vera Elzinga,vera.elzinga35,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Tess Muijs (500276),Tess Muijs,tess.muijs82,True,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,,Permission unmanaged,None
Microsoft Active Directory,Xander Kalisvaart (500169),Xander Kalisvaart,xander.kalisvaart72,True,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Nagtegaal (500122),Olivier Nagtegaal,olivier.nagtegaal25,True,APP-Visio (avo.local/Demo/Groups/APP-Visio),,,Permission unmanaged,None
Microsoft Active Directory,Bram Oosterhuis (500191),Bram Oosterhuis,bram.oosterhuis94,True,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,,Permission unmanaged,None
Microsoft Active Directory,Wout Uijlenbroek (500231),Wout Uijlenbroek,wout.uijlenbroek37,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Quaedvlieg (500051),Ursula Quaedvlieg,ursula.quaedvlieg51,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Vera Kalisvaart (500230),Vera Kalisvaart,vera.kalisvaart36,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Pien Zomerdijk (500001),Pien Zomerdijk,pien.zomerdijk1,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Wielenga (500204),Gijs Wielenga,gijs.wielenga10,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Tess Muijs (500276),Tess Muijs,tess.muijs82,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Kim Roozendaal (500307),Kim Roozendaal,kim.roozendaal16,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Mila Roozendaal (500184),Mila Roozendaal,mila.roozendaal87,True,APP-INK08-Portal (avo.local/Demo/Groups/APP-INK08-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Ipenburg (500096),Quinten Ipenburg,quinten.ipenburg96,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Cato Uijlenbroek (500100),Cato Uijlenbroek,cato.uijlenbroek3,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Roos Fokkema (500314),Roos Fokkema,roos.fokkema23,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
Microsoft Active Directory,Xander Berkhout (500006),Xander Berkhout,xander.berkhout6,True,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Jonker (500052),Olivier Jonker,olivier.jonker52,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Iris Pronk (500026),Iris Pronk,iris.pronk26,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Mila Berkhout (500111),Mila Berkhout,mila.berkhout14,True,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Ipenburg (500096),Quinten Ipenburg,quinten.ipenburg96,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Eva Roozendaal (500060),Eva Roozendaal,eva.roozendaal60,False,APP-Visio (avo.local/Demo/Groups/APP-Visio),,,Permission unmanaged,None
Microsoft Active Directory,Cato Hoekstra (500139),Cato Hoekstra,cato.hoekstra42,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Kim Dijkgraaf (500156),Kim Dijkgraaf,kim.dijkgraaf59,True,MBX-KWA07 (avo.local/Demo/Groups/MBX-KWA07),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Wielenga (500143),Ursula Wielenga,ursula.wielenga46,True,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Elzinga (500078),Quinten Elzinga,quinten.elzinga78,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Lars Jonker (500284),Lars Jonker,lars.jonker90,True,PRINT-Apeldoorn (avo.local/Demo/Groups/PRINT-Apeldoorn),,,Permission unmanaged,None
Microsoft Active Directory,Iris Nagtegaal (500028),Iris Nagtegaal,iris.nagtegaal28,True,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Quaedvlieg (500246),Jasper Quaedvlieg,jasper.quaedvlieg52,True,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,,Permission unmanaged,None
Microsoft Active Directory,Mila Wielenga (500240),Mila Wielenga,mila.wielenga46,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Quaedvlieg (500051),Ursula Quaedvlieg,ursula.quaedvlieg51,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Pien Kalisvaart (500154),Pien Kalisvaart,pien.kalisvaart57,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Wout Wielenga (500093),Wout Wielenga,wout.wielenga93,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Kim Elzinga (500064),Kim Elzinga,kim.elzinga64,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Berkhout (500245),Hanna Berkhout,hanna.berkhout51,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Mila Roozendaal (500019),Mila Roozendaal,mila.roozendaal19,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
